areaName,Borough,areaType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10,2025-11,2025-12
College Point,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2300.0,,,,,2200.0,2200.0,2099.5,,,,,,,,2100.0,2175.0,,,,2125.0,2000.0,2125.0,2150.0,2175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650.0,,2050.0,,2300.0,2000.0,2400.0,2400.0,2600.0,2700.0,2350.0,2375.0,2425.0,2500.0,,2200.0,2250.0,2350.0,2500.0,2100.0,,2850.0,2800.0,2972.5,3050.0,2525.0,2400.0,2700.0,,,,,2575.0,3225.0,3200.0,2600.0,2400.0,2400.0,2800.0,2900.0,2250.0,,,,,,
Columbia St Waterfront District,Brooklyn,neighborhood,2000.0,1950.0,,,2550.0,2500.0,2500.0,2450.0,2700.0,2650.0,2200.0,1775.0,2000.0,2200.0,2200.0,2200.0,2200.0,,2400.0,2525.0,,2600.0,2950.0,,2350.0,2400.0,2600.0,,2775.0,2500.0,2550.0,2500.0,2500.0,3000.0,2925.0,3300.0,2600.0,2625.0,3150.0,3075.0,3150.0,3350.0,3500.0,3500.0,2600.0,2500.0,2725.0,2500.0,2750.0,2700.0,2775.0,2700.0,2800.0,2800.0,2800.0,2325.0,2125.0,2297.5,2800.0,2800.0,2800.0,2750.0,2750.0,2750.0,2700.0,2500.0,2587.5,2500.0,2750.0,2775.0,2900.0,2750.0,2850.0,2897.5,3000.0,2900.0,3025.0,2925.0,3049.5,2895.0,2950.0,2847.5,2895.0,2700.0,2700.0,2625.0,2662.5,2500.0,2550.0,2699.0,2700.0,2700.0,2750.0,2800.0,2700.0,2700.0,2700.0,2700.0,2400.0,2500.0,2900.0,3100.0,3050.0,2962.5,2962.5,2800.0,2800.0,2700.0,2800.0,2850.0,2500.0,2600.0,3050.0,2900.0,2999.5,3200.0,3000.0,3000.0,3000.0,2562.5,2900.0,2700.0,2650.0,3000.0,2700.0,2687.5,3000.0,2916.5,2800.0,2650.0,2515.0,2500.0,2500.0,2530.0,2600.0,2500.0,2300.0,2500.0,2575.0,2650.0,2750.0,2700.0,2895.0,3150.0,2800.0,3125.0,3000.0,3600.0,3550.0,4200.0,3400.0,3500.0,4100.0,3850.0,4200.0,3575.0,4225.0,3497.5,3497.5,3550.0,4075.0,4400.0,4597.5,4200.0,3900.0,3700.0,3100.0,3200.0,4600.0,4200.0,3625.0,3749.5,3500.0,3900.0,4200.0,3900.0,3250.0,3700.0,3599.5,3600.0,3050.0,3650.0,4425.0,3750.0,5122.5,3999.0,3650.0,3500.0,4250.0,3845.0,3537.5,3650.0
Concourse,Bronx,neighborhood,,,,1372.5,,,,,,1425.0,,1437.5,1312.5,,1500.0,,,1350.0,,1350.0,1250.0,1100.0,1199.0,1100.0,1300.0,1325.0,1300.0,1300.0,1350.0,1400.0,1475.0,1375.0,1300.0,1375.0,1350.0,1399.0,1400.0,1400.0,1400.0,1400.0,1500.0,1500.0,1645.0,1500.0,1495.0,1425.0,1387.5,1425.0,1450.0,1400.0,1491.0,1425.0,1450.0,1300.0,1462.5,1499.5,1500.0,1500.0,1500.0,1350.0,1295.0,1375.0,1475.0,1425.0,1450.0,1600.0,1525.0,1500.0,1600.0,1600.0,1550.0,1450.0,1500.0,1500.0,1495.0,1550.0,1550.0,1599.5,1650.0,1600.0,1650.0,1600.0,1525.0,1550.0,1510.0,1500.0,1674.0,1675.0,1625.0,1550.0,1579.0,1650.0,1722.0,1797.0,1650.0,1600.0,1595.0,1850.0,1700.0,1850.0,1875.0,1774.0,1750.0,1742.5,1650.0,1700.0,1675.0,1800.0,1825.0,1695.0,1700.0,1800.0,1800.0,1695.0,1750.0,1700.0,1700.0,1697.5,1700.0,1802.5,1800.0,1831.5,1897.0,1924.0,1895.0,1785.0,1700.0,1749.5,1749.0,1700.0,1674.5,1650.0,1825.0,1900.0,1800.0,1937.5,1947.5,1872.5,1950.0,1900.0,1832.5,1925.0,1995.0,1899.0,1795.0,1825.0,1800.0,1812.0,1897.5,1900.0,1897.5,1981.0,1990.5,2172.5,1950.0,2050.0,1925.0,1962.5,1975.0,2112.5,2125.0,1997.5,1997.5,2000.0,2000.0,2000.0,2007.0,2078.5,2250.0,2450.0,2295.0,2374.0,2541.0,2500.0,2541.0,2500.0,2400.0,2497.5,2497.0,2395.0,2385.0,2525.0,2450.0,2437.5,2472.5,2565.0,2400.0,2397.0,2500.0,2524.5,2100.0,2300.0
Coney Island,Brooklyn,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725.0,1550.0,,1800.0,1900.0,1775.0,1980.0,1850.0,1700.0,1700.0,1487.0,1485.0,1550.0,1475.0,1650.0,1600.0,1700.0,1775.0,1675.0,1675.0,1747.5,1675.0,2225.0,2075.0,2050.0,2125.0,2125.0,1999.0,1999.0,1950.0,1950.0,1987.5,2000.0,2100.0,2000.0,1995.0,1997.5,2050.0,2037.5,2200.0,2077.5,2150.0,2112.5,2112.5,1971.0,2131.0,2200.0,2200.0,2200.0,2197.5,2200.0,2300.0,2300.0,2174.5,2199.5,2100.0,2099.5,2099.5,1900.0,2150.0,2200.0,2197.0,2199.0,2075.0,2150.0,2074.5,2225.0,2250.0,2250.0,2250.0,2225.0,2250.0,2300.0,2225.0,2225.0,2237.5,2100.0,2137.5,2075.0,2193.5,2250.0,2312.5,2249.5,2199.0,2150.0,2175.0,2300.0,2390.0,2475.0,2365.0,2237.5,2250.0,2250.0,2250.0,2315.0,2330.0,2303.0,2251.0,2250.5,2239.0,2119.0,2119.0,2100.0,2150.0,2119.0,2119.0,2199.0,2157.0,2262.5,2350.0,2100.0,2250.0,2250.0,2300.0,2299.0,2134.0,2344.0,2450.0,2451.5,2938.0,2968.0,3350.0,3035.5,2579.0,2469.0,2478.0,2379.0,2612.5,2775.0,2822.5,2995.0,2995.0,3240.0,3240.0,3000.0,3000.0,3051.0,2787.5,3219.0,3260.0,3138.0,3145.0,3145.0,3135.0,3135.0,3245.0,3357.5,3390.0,3390.0,3390.0,3420.0,3415.0,3307.5,3385.0,3250.0,3250.0,3185.0,3222.5,3250.0
Corona,Queens,neighborhood,1100.0,1097.5,1095.0,1095.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,1500.0,1496.5,1500.0,1500.0,1410.0,1462.5,1772.5,1550.0,1550.0,1512.5,1572.5,1600.0,1650.0,1650.0,1650.0,1650.0,1662.5,1695.0,1650.0,1695.0,1795.0,1862.5,1695.0,1775.0,1770.0,1770.0,1712.5,1937.5,1947.5,1982.5,1870.0,1850.0,1850.0,1765.0,1802.5,1840.0,1890.0,1895.0,1975.0,1825.0,1785.0,1825.0,1902.5,1950.0,1885.0,1827.5,1805.0,1735.0,1725.0,2106.5,2350.0,2405.0,1995.0,1955.0,2167.5,2115.0,2372.5,2242.5,2025.0,2275.0,2304.5,2350.0,2250.0,2168.5,1835.5,1897.0,1923.0,2000.0,2077.0,1909.0,1874.5,1875.0,1886.0,1875.0,1915.5,1904.0,1821.0,1811.0,1813.5,1816.5,1832.0,1939.0,2136.0,1886.0,1798.5,1827.0,1924.0,1950.0,1939.0,1799.0,1920.0,1995.0,2050.0,2052.5,1996.5,2070.0,2229.0,2370.0,2491.0,2411.0,2500.0,2499.0,2361.5,2400.0,2542.0,2654.0,2551.0,2733.0,2747.5,2597.0,2600.0,2752.0,2658.5,2729.0,2766.5,2700.0,2525.0,2400.0,2808.0,3277.0,3218.0,3063.5,2793.5,2810.0,2877.5,3160.0,2680.0,,2875.0,2705.0,2660.0,2875.0,2802.0,2870.0,2885.0,3139.0,3193.0,2828.0,2800.0,2797.5
Country Club,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crotona Park East,Bronx,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100.0,2050.0,1800.0,,2324.0,1800.0,,2100.0,2100.0,,,,1931.0,1775.0,2000.0,2222.5,2245.0,2200.0,,2050.0,,,,,,,,,,,2547.0,2499.0,,,2199.5,1896.0,1893.0,2200.0,2450.0,2425.0,2450.0,2300.0,2500.0,2350.0,2182.0,2400.0,2350.0,2350.0,2450.0,2350.0,,,,2425.0,,,2500.0,2325.0,,1837.5,,,1750.0,1687.0,,,,,2400.0,2537.0,2660.0,2375.0,2612.5,,,,,,,,,,,
Crown Heights,Brooklyn,neighborhood,2000.0,2125.0,2150.0,2050.0,1900.0,1800.0,1500.0,1500.0,1500.0,1525.0,1550.0,1575.0,1600.0,1600.0,1550.0,1600.0,1692.5,1850.0,1850.0,1650.0,1825.0,1700.0,1725.0,1685.0,1890.0,2000.0,1900.0,1987.5,1900.0,1850.0,1900.0,1935.0,1928.5,1900.0,1922.0,1875.0,1924.5,2000.0,1997.0,2080.0,2100.0,2100.0,2100.0,2200.0,2291.0,2300.0,2200.0,2076.5,2100.0,2000.0,2200.0,2200.0,2400.0,2399.0,2395.0,2300.0,2200.0,2200.0,2200.0,2150.0,2200.0,2295.0,2250.0,2295.0,2300.0,2300.0,2400.0,2400.0,2300.0,2300.0,2225.0,2300.0,2300.0,2350.0,2400.0,2400.0,2400.0,2450.0,2491.0,2499.0,2400.0,2400.0,2300.0,2291.0,2290.0,2300.0,2300.0,2300.0,2300.0,2399.0,2450.0,2500.0,2451.0,2400.0,2390.0,2350.0,2300.0,2300.0,2399.0,2400.0,2400.0,2475.0,2695.0,2648.5,2550.0,2400.0,2400.0,2400.0,2400.0,2399.0,2400.0,2495.0,2500.0,2500.0,2589.5,2600.0,2600.0,2590.0,2500.0,2500.0,2550.0,2640.0,2550.0,2500.0,2499.0,2450.0,2499.0,2500.0,2400.0,2300.0,2250.0,2275.0,2290.0,2299.5,2282.5,2300.0,2333.0,2400.0,2450.0,2500.0,2500.0,2500.0,2525.0,2550.0,2600.0,2700.0,2750.0,2750.0,2995.0,3099.0,3200.0,3250.0,3000.0,3000.0,2995.0,2950.0,3075.0,3099.0,3000.0,3100.0,3150.0,3150.0,3200.0,3250.0,3100.0,3000.0,2999.0,3000.0,3000.0,3000.0,3000.0,3192.5,3300.0,3300.0,3295.0,3250.0,3300.0,3130.0,3197.0,3175.0,3150.0,3200.0,3300.0,3400.0,3399.0,3500.0,3500.0,3500.0,3450.0,3400.0,3365.0,3492.5
DUMBO,Brooklyn,neighborhood,3275.0,3200.0,2800.0,2875.0,2800.0,2950.0,3400.0,3825.0,4200.0,4150.0,4250.0,4200.0,4100.0,3950.0,3550.0,3650.0,3475.0,4000.0,4150.0,4000.0,4000.0,4000.0,4000.0,3600.0,4162.5,4162.5,4200.0,3500.0,3650.0,3687.5,4100.0,4300.0,4300.0,4300.0,4350.0,4100.0,4000.0,3500.0,3625.0,4175.0,4000.0,3775.0,3750.0,3925.0,3850.0,3650.0,3750.0,3750.0,4000.0,3875.0,3987.5,4000.0,4100.0,4150.0,4150.0,4227.0,4204.0,4275.0,4204.0,4100.0,3891.0,3935.0,4375.0,3925.0,3900.0,4100.0,4140.0,4250.0,4497.5,4300.0,4480.0,4500.0,4250.0,4087.0,4100.0,4275.0,4900.0,4700.0,4700.0,4362.0,4362.0,4500.0,4650.0,4377.0,4495.0,4750.0,4558.5,4450.0,4495.0,4435.0,4500.0,4225.0,4495.0,4355.0,4500.0,4428.5,4200.0,4137.0,4163.0,3900.0,4240.0,4500.0,4200.0,4523.0,4075.0,4650.0,4961.5,4973.0,4532.0,4315.0,4607.0,4495.0,4422.5,4525.0,4875.0,4957.0,4750.0,4500.0,4772.5,4950.0,4950.0,5070.0,4795.0,4500.0,4500.0,4498.0,4498.0,4285.0,4500.0,4495.0,4495.0,4095.0,4000.0,3900.0,3900.0,4172.5,4150.0,4250.0,4500.0,4595.0,4597.5,4647.5,4745.0,4825.0,4660.0,4870.0,5125.0,5345.0,5327.5,5470.0,6445.0,5950.0,5950.0,5500.0,5647.5,5500.0,5690.0,5500.0,5395.0,5691.5,6095.0,5972.5,6195.0,5995.0,5995.0,5866.5,5900.0,5800.0,5327.5,5795.0,5795.0,5750.0,5750.0,5694.0,5697.5,6100.0,6150.0,6100.0,5750.0,5520.0,5924.0,5385.0,5300.0,6000.0,6150.0,6000.0,5750.0,5597.5,5484.5,5484.5,5350.0,5234.0
Ditmas Park,Brooklyn,neighborhood,1600.0,1850.0,1850.0,1500.0,,,2100.0,3625.0,,,1637.5,,1595.0,1572.5,1600.0,1550.0,1600.0,1724.5,1750.0,1675.0,1575.0,1650.0,1575.0,1575.0,1600.0,1600.0,1700.0,1750.0,1600.0,1597.5,1750.0,1750.0,1725.0,1700.0,1600.0,1700.0,1700.0,1600.0,1575.0,1650.0,2197.5,1700.0,1975.0,1700.0,1775.0,1550.0,1600.0,1800.0,1750.0,1737.5,1625.0,1762.5,1850.0,1872.5,1900.0,1900.0,1775.0,1850.0,1662.5,1800.0,1850.0,1850.0,1850.0,1850.0,1887.5,2025.0,2100.0,1995.0,1995.0,2050.0,1999.5,2000.0,1950.0,1900.0,1900.0,1900.0,2000.0,1999.0,1999.0,1995.0,1975.0,1937.5,1900.0,1900.0,1925.0,1999.0,1997.0,1999.0,2000.0,2000.0,1996.0,1999.0,2195.0,2175.0,1899.0,1995.0,1999.0,2195.0,2100.0,2000.0,2000.0,2095.0,2400.0,2400.0,2097.0,2000.0,1995.0,2197.5,2250.0,2215.0,2175.0,2215.0,2293.5,2250.0,2250.0,2200.0,2287.0,2200.0,2307.0,2307.0,2200.0,2199.5,2399.5,2297.5,2200.0,2200.0,2200.0,2100.0,2095.0,1975.0,1900.0,1899.0,1900.0,1912.5,1950.0,1949.0,2000.0,2000.0,1950.0,2199.0,2150.0,2250.0,2200.0,2124.5,2000.0,2200.0,2267.5,2187.0,2300.0,2485.0,2450.0,2400.0,2500.0,2407.5,2450.0,2550.0,2450.0,2425.0,2500.0,2472.5,2606.0,2500.0,2400.0,2500.0,2460.0,2699.0,2700.0,2650.0,2575.0,2550.0,2535.0,2660.0,2599.0,2643.0,2674.5,2575.0,2495.0,2559.0,2500.0,2500.0,2500.0,2462.5,2475.0,2507.0,2807.5,2897.5,2850.0,2800.0,2800.0,2753.0,2750.0,2750.0
Douglaston,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3925.0,1950.0,1850.0,2200.0,,,,,,,,,,,,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2560.0,,3362.5,,,,,,,,,,,,,,,,,,3600.0,3400.0,3487.5,,,,,
Downtown Brooklyn,Brooklyn,neighborhood,2247.0,2227.0,2190.5,2250.0,2400.0,2472.0,2550.0,2569.0,2530.0,2505.0,2550.5,2500.0,2600.0,2497.5,2450.0,2495.0,2301.0,2424.0,2500.0,2520.0,2500.0,2500.0,2625.0,2697.5,2500.0,2443.0,2510.5,2452.0,2650.0,2800.0,2800.0,2835.0,2812.5,2800.0,2922.5,3000.0,3000.0,2925.0,2915.0,2900.0,2897.5,2880.0,2900.0,3000.0,2882.5,2905.0,2850.0,2900.0,2900.0,3000.0,2950.0,2895.0,2900.0,2947.5,3000.0,3095.0,3100.0,3170.0,3200.0,3165.0,3180.5,3225.0,3254.5,3228.0,3240.0,3205.0,3184.0,3184.0,3195.0,3185.0,3107.5,3115.0,3122.5,3100.0,3156.0,3158.0,3138.0,3175.0,3177.0,3162.0,3077.5,3092.5,3111.0,3066.5,3051.0,3121.0,3050.0,3121.0,3115.5,3142.5,3195.0,3232.5,3181.0,3195.0,3085.0,3150.0,3190.0,3275.0,3378.0,3460.0,3395.0,3404.5,3369.0,3400.0,3366.5,3350.0,3274.0,3387.0,3348.0,3305.0,3369.0,3484.5,3477.0,3514.5,3619.0,3646.0,3600.0,3500.0,3400.0,3371.0,3481.5,3440.0,3333.0,3195.0,3246.0,3250.0,3200.0,3071.0,2900.0,2899.5,2950.0,3000.0,3014.0,3000.0,3100.0,3295.0,3400.0,3614.0,3650.0,3900.0,3950.0,3892.0,3897.5,3955.0,4166.5,4189.5,4126.0,4126.0,4131.0,4150.0,4232.0,4300.0,4250.0,4199.0,4218.0,4199.5,4200.0,4159.0,4165.0,4300.0,4300.0,4230.0,4195.0,4195.0,4118.0,4200.0,4150.0,4250.0,4235.0,4228.0,4219.0,4250.0,4300.0,4395.0,4497.5,4500.0,4522.0,4485.0,4487.0,4491.0,4628.0,4495.0,4409.5,4400.0,4450.0,4600.0,4500.0,4450.0,4445.0,4490.0,4500.0,4500.0
Dyker Heights,Brooklyn,neighborhood,,,,,1200.0,,,1300.0,,1295.0,1295.0,1347.5,1400.0,1300.0,1300.0,1250.0,1325.0,1300.0,1350.0,1300.0,1450.0,1425.0,1600.0,,1400.0,1600.0,,,,,,,,,,,,1395.0,1347.5,1200.0,1225.0,1262.5,,,,,1825.0,,1750.0,1700.0,1600.0,1600.0,1475.0,1550.0,1450.0,1800.0,1800.0,1750.0,2100.0,1975.0,1800.0,1825.0,1825.0,1900.0,1900.0,2100.0,2050.0,1950.0,1950.0,1925.0,1875.0,1825.0,1925.0,2100.0,1995.0,2162.5,1950.0,1995.0,2200.0,2200.0,2300.0,2200.0,2200.0,2200.0,2200.0,2200.0,2197.5,2100.0,1999.0,1950.0,1950.0,1850.0,2049.5,1947.5,2192.5,2100.0,2147.5,1995.0,1950.0,2000.0,2145.0,1900.0,2000.0,2000.0,1972.5,2200.0,2225.0,2200.0,1934.5,2100.0,2170.0,1800.0,2000.0,2099.0,2195.0,1990.0,1940.0,2000.0,2100.0,2050.0,2100.0,2175.0,2100.0,2149.5,2050.0,2150.0,2050.0,2150.0,2000.0,2050.0,2100.0,2100.0,1800.0,1850.0,1850.0,2000.0,2100.0,2000.0,1900.0,2100.0,2162.5,2125.0,1900.0,1999.0,1900.0,1950.0,2099.5,2150.0,2300.0,2325.0,2350.0,2275.0,2500.0,2525.0,2750.0,2700.0,2500.0,2550.0,2350.0,2250.0,2800.0,2797.5,2797.5,2550.0,2900.0,2700.0,2700.0,2700.0,2925.0,2950.0,2950.0,2875.0,2450.0,2200.0,2672.5,2650.0,2950.0,2724.5,2499.0,2500.0,2700.0,2975.0,2800.0,2800.0,2895.0,2812.5,2800.0,2800.0,2675.0,2650.0,2675.0,2625.0
East Brooklyn,Brooklyn,submarket,1700.0,1750.0,1650.0,1750.0,1750.0,1600.0,1500.0,1460.0,1500.0,1550.0,1600.0,1662.5,1695.0,1600.0,1695.0,1650.0,1695.0,1650.0,1700.0,1650.0,1700.0,1700.0,1750.0,1700.0,1700.0,1750.0,1830.0,1850.0,1800.0,1800.0,1814.5,1832.5,1887.0,1850.0,1900.0,1900.0,1962.5,1975.0,1950.0,2000.0,2100.0,2100.0,2115.5,2200.0,2200.0,2200.0,2200.0,2200.0,2150.0,2100.0,2200.0,2295.0,2350.0,2350.0,2350.0,2350.0,2300.0,2250.0,2297.0,2275.0,2297.0,2300.0,2325.0,2395.0,2400.0,2400.0,2495.0,2499.0,2400.0,2400.0,2350.0,2340.0,2350.0,2400.0,2400.0,2400.0,2500.0,2500.0,2500.0,2500.0,2495.0,2450.0,2400.0,2395.0,2350.0,2350.0,2350.0,2399.0,2400.0,2495.0,2500.0,2500.0,2499.0,2450.0,2400.0,2390.0,2367.0,2350.0,2400.0,2450.0,2500.0,2560.0,2650.0,2600.0,2575.0,2500.0,2485.0,2450.0,2450.0,2485.0,2500.0,2500.0,2550.0,2550.0,2600.0,2650.0,2650.0,2650.0,2599.0,2540.0,2599.0,2600.0,2590.0,2550.0,2550.0,2500.0,2500.0,2500.0,2400.0,2350.0,2300.0,2300.0,2300.0,2300.0,2300.0,2350.0,2400.0,2450.0,2579.0,2650.0,2700.0,2700.0,2700.0,2700.0,2782.5,2875.0,2899.0,2925.0,3000.0,3100.0,3250.0,3250.0,3199.0,3100.0,3000.0,2999.0,3000.0,3000.0,3000.0,3150.0,3200.0,3250.0,3295.0,3295.0,3200.0,3150.0,3000.0,3000.0,3099.0,3150.0,3199.0,3295.0,3300.0,3300.0,3395.0,3350.0,3305.0,3250.0,3200.0,3200.0,3200.0,3200.0,3275.0,3400.0,3450.0,3500.0,3500.0,3500.0,3450.0,3400.0,3350.0,3370.0
East Elmhurst,Queens,neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450.0,,,,2422.5,,,,,,,,,,,,,,2275.0,,,2550.0,1900.0,2195.0,2200.0,,,,,,,,,,,,,,2425.0,1800.0,,1750.0,2300.0,2200.0,,,,,,,,,2500.0,2400.0,2497.5,2500.0,3300.0,3075.0,2850.0,,,,2650.0,,,,,2800.0,2999.0,3075.0,,,,,,,2800.0,2900.0,3049.5,,,,,,,,,,
East Flatbush,Brooklyn,neighborhood,2000.0,1700.0,2100.0,2400.0,,,2350.0,2025.0,2350.0,2200.0,,1100.0,1075.0,1250.0,1250.0,1725.0,1750.0,1695.0,1962.5,2450.0,2275.0,1837.5,1700.0,1575.0,1850.0,1587.5,1600.0,1600.0,1600.0,1600.0,2197.5,1715.0,1500.0,1212.5,1175.0,1295.0,1295.0,1295.0,1325.0,1450.0,1800.0,1650.0,1675.0,1700.0,1600.0,1400.0,1500.0,1650.0,1650.0,1800.0,1512.5,1600.0,1900.0,1900.0,1750.0,1650.0,1462.5,1400.0,1400.0,1400.0,1400.0,1450.0,1450.0,1500.0,1650.0,1700.0,1825.0,1895.0,2000.0,1800.0,1725.0,1650.0,1800.0,1895.0,1800.0,1847.5,1800.0,1850.0,1850.0,1900.0,1900.0,1999.0,1925.0,1850.0,1900.0,2000.0,2000.0,2000.0,1999.0,1999.0,2050.0,2100.0,2000.0,1925.0,1950.0,1997.0,2080.0,2085.0,2095.0,2050.0,2195.0,2100.0,2150.0,2250.0,2399.0,2100.0,2125.0,2199.0,2195.0,2000.0,2200.0,2200.0,2125.0,2100.0,2100.0,2100.0,2194.0,2183.0,2150.0,2200.0,2200.0,2197.0,2200.0,2195.0,2262.5,2205.0,2205.0,2195.0,2100.0,2100.0,2100.0,2150.0,2150.0,2260.0,2199.0,2100.0,2199.0,2185.0,2100.0,2100.0,2100.0,2056.0,2150.0,2200.0,2399.0,2424.5,2450.0,2499.0,2499.0,2449.0,2500.0,2495.0,2497.0,2485.0,2477.5,2500.0,2600.0,2600.0,2600.0,2699.0,2699.0,2700.0,2640.0,2650.0,2650.0,2750.0,2799.0,2700.0,2799.0,2750.0,2770.0,2800.0,2825.0,2800.0,2800.0,2952.0,2800.0,2750.0,2800.0,2850.0,2950.0,2849.5,2800.0,2800.0,2825.0,2850.0,2900.0,3000.0,3024.0,3000.0,2805.0,2825.0
East Harlem,Manhattan,neighborhood,1895.0,1900.0,1895.0,1975.0,1997.5,2095.0,2195.0,2185.0,2197.5,2180.0,2200.0,2175.0,2100.0,2000.0,2000.0,1975.0,1895.0,1900.0,1875.0,1897.0,1897.0,1950.0,1900.0,1997.0,2195.0,2100.0,2050.0,2050.0,2100.0,2095.0,2095.0,2172.5,2150.0,2150.0,2100.0,2200.0,2197.5,2221.5,2250.0,2200.0,2266.0,2250.0,2250.0,2200.0,2200.0,2095.0,2064.0,2100.0,2000.0,2100.0,2150.0,2185.0,2195.0,2104.0,2150.0,2095.0,2050.0,2100.0,2100.0,2115.5,2150.0,2195.0,2195.0,2292.0,2299.0,2300.0,2300.0,2261.0,2250.0,2300.0,2300.0,2250.0,2250.0,2250.0,2300.0,2374.0,2400.0,2444.0,2450.0,2395.0,2334.0,2300.0,2400.0,2399.0,2395.0,2350.0,2360.0,2353.0,2395.0,2444.5,2450.0,2395.0,2375.0,2375.0,2300.0,2395.0,2300.0,2324.0,2350.0,2295.0,2354.0,2390.0,2380.0,2350.0,2337.5,2300.0,2250.0,2211.0,2250.0,2395.0,2445.0,2400.0,2445.0,2447.0,2500.0,2499.0,2450.0,2400.0,2397.0,2389.0,2400.0,2400.0,2450.0,2500.0,2458.0,2325.0,2355.5,2300.0,2275.0,2200.0,2157.0,2100.0,2100.0,2090.0,2000.0,2112.5,2200.0,2250.0,2295.0,2295.0,2289.0,2275.0,2290.0,2298.5,2450.0,2595.0,2500.0,2595.0,2700.0,2699.5,2750.0,2800.0,2744.0,2700.0,2750.0,2700.0,2749.0,2700.0,2712.5,2875.0,2950.0,3000.0,2995.0,2995.0,2932.5,2895.0,2850.0,2825.0,2897.0,2937.5,2890.0,2900.0,3000.0,2995.0,3000.0,3000.0,2900.0,2900.0,2850.0,2850.0,2872.5,2875.0,2895.0,2995.0,3000.0,3190.0,3200.0,3114.5,3095.0,3000.0,2995.0,2995.0
